date,lat,long,elev,tmin,tmax
2018-04-22,6.25,-76.25,950,15.8,20.9
2018-04-23,6.25,-76.25,950,14.8,26.6
2018-04-24,6.25,-76.25,950,16.9,24.5
2018-04-25,6.25,-76.25,950,16.0,24.6
2018-04-26,6.25,-76.25,950,16.4,25.5
2018-04-27,6.25,-76.25,950,15.0,24.1
2018-04-28,6.25,-76.25,950,15.7,22.5
2018-04-29,6.25,-76.25,950,14.4,26.4
2018-04-30,6.25,-76.25,950,18.0,27.8
2018-05-01,6.25,-76.25,950,20.4,24.3
2018-05-02,6.25,-76.25,950,16.2,25.1
2018-05-03,6.25,-76.25,950,15.0,23.9
2018-05-04,6.25,-76.25,950,15.6,24.3
2018-05-05,6.25,-76.25,950,15.3,21.5
2018-05-06,6.25,-76.25,950,15.1,23.8
2018-05-07,6.25,-76.25,950,15.2,24.1
2018-05-08,6.25,-76.25,950,15.7,23.5
2018-05-09,6.25,-76.25,950,15.5,24.1
2018-05-10,6.25,-76.25,950,15.4,23.9
2018-05-11,6.25,-76.25,950,15.6,23.4
2018-05-12,6.25,-76.25,950,16.3,22.6
2018-05-13,6.25,-76.25,950,15.5,22.8
2018-05-14,6.25,-76.25,950,15.2,22.3
2018-05-15,6.25,-76.25,950,15.4,22.5
2018-05-16,6.25,-76.25,950,15.2,24.0
2018-05-17,6.25,-76.25,950,15.1,25.7
2018-05-18,6.25,-76.25,950,15.6,23.9
2018-05-19,6.25,-76.25,950,15.3,25.2
2018-05-20,6.25,-76.25,950,15.3,24.1
2018-05-21,6.25,-76.25,950,15.5,21.8
2018-05-22,6.25,-76.25,950,15.7,26.1
2018-05-23,6.25,-76.25,950,16.2,23.6
2018-05-24,6.25,-76.25,950,16.5,26.2
2018-05-25,6.25,-76.25,950,16.4,26.4
2018-05-26,6.25,-76.25,950,16.8,22.0
2018-05-27,6.25,-76.25,950,15.2,25.5
2018-05-28,6.25,-76.25,950,16.1,24.2
2018-05-29,6.25,-76.25,950,16.5,25.4
2018-05-30,6.25,-76.25,950,16.5,24.8
2018-05-31,6.25,-76.25,950,16.4,26.4
2018-06-01,6.25,-76.25,950,16.3,22.2
2018-06-02,6.25,-76.25,950,14.3,26.3
2018-06-03,6.25,-76.25,950,15.7,25.6
2018-06-04,6.25,-76.25,950,16.9,24.4
2018-06-05,6.25,-76.25,950,16.9,24.4
2018-06-06,6.25,-76.25,950,16.5,23.7
2018-06-07,6.25,-76.25,950,16.8,26.2
2018-06-08,6.25,-76.25,950,16.9,26.0
2018-06-09,6.25,-76.25,950,17.3,23.6
2018-06-10,6.25,-76.25,950,17.2,23.2
2018-06-11,6.25,-76.25,950,17.0,24.1
2018-06-12,6.25,-76.25,950,15.8,25.3
2018-06-13,6.25,-76.25,950,18.4,26.2
2018-06-14,6.25,-76.25,950,17.3,24.7
2018-06-15,6.25,-76.25,950,15.0,25.1
2018-06-16,6.25,-76.25,950,15.9,25.4
2018-06-17,6.25,-76.25,950,17.2,23.0
2018-06-18,6.25,-76.25,950,16.5,24.6
2018-06-19,6.25,-76.25,950,16.0,25.1
2018-06-20,6.25,-76.25,950,16.2,23.7
2018-06-21,6.25,-76.25,950,15.9,25.6
2018-06-22,6.25,-76.25,950,17.9,25.8
2018-06-23,6.25,-76.25,950,14.8,23.9
2018-06-24,6.25,-76.25,950,14.9,25.3
2018-06-25,6.25,-76.25,950,15.6,24.5
2018-06-26,6.25,-76.25,950,15.7,25.0
2018-06-27,6.25,-76.25,950,14.1,24.3
2018-06-28,6.25,-76.25,950,15.2,23.5
2018-06-29,6.25,-76.25,950,15.8,24.2
2018-06-30,6.25,-76.25,950,15.0,23.2
2018-07-01,6.25,-76.25,950,14.3,25.2
2018-07-02,6.25,-76.25,950,15.3,23.4
2018-07-03,6.25,-76.25,950,14.9,24.8
2018-07-04,6.25,-76.25,950,15.9,26.5
2018-07-05,6.25,-76.25,950,16.5,23.6
2018-07-06,6.25,-76.25,950,15.3,25.4
2018-07-07,6.25,-76.25,950,16.9,25.5
2018-07-08,6.25,-76.25,950,17.5,26.9
2018-07-09,6.25,-76.25,950,17.6,25.0
2018-07-10,6.25,-76.25,950,16.4,25.7
2018-07-11,6.25,-76.25,950,16.1,26.2
2018-07-12,6.25,-76.25,950,16.3,24.2
2018-07-13,6.25,-76.25,950,16.6,24.1
2018-07-14,6.25,-76.25,950,16.5,25.3
2018-07-15,6.25,-76.25,950,16.9,24.9
2018-07-16,6.25,-76.25,950,16.1,25.2
2018-07-17,6.25,-76.25,950,15.8,25.9
2018-07-18,6.25,-76.25,950,15.7,24.9
2018-07-19,6.25,-76.25,950,16.0,25.6
2018-07-20,6.25,-76.25,950,16.9,24.0
2018-07-21,6.25,-76.25,950,15.8,27.6
2018-07-22,6.25,-76.25,950,16.3,24.7
2018-07-23,6.25,-76.25,950,15.7,25.3
2018-07-24,6.25,-76.25,950,16.3,24.1
2018-07-25,6.25,-76.25,950,16.1,25.3
2018-07-26,6.25,-76.25,950,17.7,23.5
2018-07-27,6.25,-76.25,950,16.5,23.1
2018-07-28,6.25,-76.25,950,15.6,25.8
2018-07-29,6.25,-76.25,950,16.1,25.3
2018-07-30,6.25,-76.25,950,15.7,22.1
2018-07-31,6.25,-76.25,950,15.8,24.0
2018-08-01,6.25,-76.25,950,15.4,25.7
2018-08-02,6.25,-76.25,950,15.7,24.9
2018-08-03,6.25,-76.25,950,15.2,24.3
2018-08-04,6.25,-76.25,950,15.2,24.8
2018-08-05,6.25,-76.25,950,15.6,22.1
2018-08-06,6.25,-76.25,950,13.9,25.2
2018-08-07,6.25,-76.25,950,14.4,26.8
2018-08-08,6.25,-76.25,950,15.3,27.3
2018-08-09,6.25,-76.25,950,16.2,25.8
2018-08-10,6.25,-76.25,950,14.6,24.7
2018-08-11,6.25,-76.25,950,12.1,27.2
2018-08-12,6.25,-76.25,950,16.1,25.6
2018-08-13,6.25,-76.25,950,16.9,24.6
2018-08-14,6.25,-76.25,950,15.3,21.0
2018-08-15,6.25,-76.25,950,19.3,24.0
2018-08-16,6.25,-76.25,950,16.8,26.6
2018-08-17,6.25,-76.25,950,15.7,26.5
2018-08-18,6.25,-76.25,950,16.4,24.7
2018-08-19,6.25,-76.25,950,15.5,25.5
2018-08-20,6.25,-76.25,950,15.3,26.0
2018-08-21,6.25,-76.25,950,15.8,26.0
2018-08-22,6.25,-76.25,950,16.9,24.1
2018-08-23,6.25,-76.25,950,15.1,25.6
2018-08-24,6.25,-76.25,950,15.4,24.9
2018-08-25,6.25,-76.25,950,16.0,26.2
2018-08-26,6.25,-76.25,950,14.8,26.1
2018-08-27,6.25,-76.25,950,15.3,25.6
2018-08-28,6.25,-76.25,950,14.7,25.5
2018-08-29,6.25,-76.25,950,16.2,23.7
2018-08-30,6.25,-76.25,950,15.9,25.3
2018-08-31,6.25,-76.25,950,16.3,24.9
2018-09-01,6.25,-76.25,950,16.9,25.0
2018-09-02,6.25,-76.25,950,16.3,26.0
2018-09-03,6.25,-76.25,950,17.6,26.0
2018-09-04,6.25,-76.25,950,15.5,23.1
2018-09-05,6.25,-76.25,950,15.7,24.0
2018-09-06,6.25,-76.25,950,15.5,24.2
2018-09-07,6.25,-76.25,950,15.6,22.3
2018-09-08,6.25,-76.25,950,15.9,25.5
2018-09-09,6.25,-76.25,950,16.2,23.6
2018-09-10,6.25,-76.25,950,16.4,26.2
2018-09-11,6.25,-76.25,950,16.9,24.2
2018-09-12,6.25,-76.25,950,16.4,24.3
2018-09-13,6.25,-76.25,950,16.1,21.0
2018-09-14,6.25,-76.25,950,15.5,23.7
2018-09-15,6.25,-76.25,950,15.6,22.4
2018-09-16,6.25,-76.25,950,14.6,23.1
2018-09-17,6.25,-76.25,950,14.8,28.7
2018-09-18,6.25,-76.25,950,15.7,26.1
2018-09-19,6.25,-76.25,950,15.7,25.9
2018-09-20,6.25,-76.25,950,15.8,26.3
2018-09-21,6.25,-76.25,950,16.5,24.5
2018-09-22,6.25,-76.25,950,16.6,25.2
2018-09-23,6.25,-76.25,950,15.4,25.0
2018-09-24,6.25,-76.25,950,16.4,25.3
2018-09-25,6.25,-76.25,950,15.5,25.2
2018-09-26,6.25,-76.25,950,16.0,24.3
2018-09-27,6.25,-76.25,950,15.8,23.2
2018-09-28,6.25,-76.25,950,15.7,25.1
2018-09-29,6.25,-76.25,950,16.2,22.4
2018-09-30,6.25,-76.25,950,16.1,24.9
2018-10-01,6.25,-76.25,950,16.0,26.1
2018-10-02,6.25,-76.25,950,16.6,24.9
2018-10-03,6.25,-76.25,950,16.9,23.1
2018-10-04,6.25,-76.25,950,15.3,25.5
2018-10-05,6.25,-76.25,950,15.5,24.0
2018-10-06,6.25,-76.25,950,15.3,21.1
2018-10-07,6.25,-76.25,950,15.3,25.5
2018-10-08,6.25,-76.25,950,16.4,23.1
2018-10-09,6.25,-76.25,950,16.1,22.4
2018-10-10,6.25,-76.25,950,16.2,24.5
2018-10-11,6.25,-76.25,950,16.8,24.4
2018-10-12,6.25,-76.25,950,15.8,23.8
2018-10-13,6.25,-76.25,950,15.9,25.1
2018-10-14,6.25,-76.25,950,16.4,26.0
2018-10-15,6.25,-76.25,950,16.3,24.7
2018-10-16,6.25,-76.25,950,15.7,23.7
2018-10-17,6.25,-76.25,950,15.8,23.7
2018-10-18,6.25,-76.25,950,15.9,22.0
2018-10-19,6.25,-76.25,950,16.0,25.2
2018-10-20,6.25,-76.25,950,15.4,25.3
2018-10-21,6.25,-76.25,950,16.0,21.7
2018-10-22,6.25,-76.25,950,15.7,24.0
2018-10-23,6.25,-76.25,950,15.6,24.1
2018-10-24,6.25,-76.25,950,15.5,24.3
2018-10-25,6.25,-76.25,950,16.4,24.3
2018-10-26,6.25,-76.25,950,16.5,24.5
2018-10-27,6.25,-76.25,950,16.5,22.8
2018-10-28,6.25,-76.25,950,17.3,24.6
2018-10-29,6.25,-76.25,950,16.1,22.3
2018-10-30,6.25,-76.25,950,16.2,24.9
2018-10-31,6.25,-76.25,950,16.0,24.5
2018-11-01,6.25,-76.25,950,16.8,21.3
2018-11-02,6.25,-76.25,950,15.5,21.9
2018-11-03,6.25,-76.25,950,15.3,23.4
2018-11-04,6.25,-76.25,950,15.5,22.5
2018-11-05,6.25,-76.25,950,15.6,23.7
2018-11-06,6.25,-76.25,950,15.3,24.6
2018-11-07,6.25,-76.25,950,15.6,25.1
2018-11-08,6.25,-76.25,950,15.7,23.8
2018-11-09,6.25,-76.25,950,16.5,22.9
2018-11-10,6.25,-76.25,950,16.6,24.7
2018-11-11,6.25,-76.25,950,16.7,23.4
2018-11-12,6.25,-76.25,950,16.7,24.2
2018-11-13,6.25,-76.25,950,17.0,23.7
2018-11-14,6.25,-76.25,950,16.5,23.0
2018-11-15,6.25,-76.25,950,16.0,25.2
2018-11-16,6.25,-76.25,950,16.7,24.6
2018-11-17,6.25,-76.25,950,17.0,24.2
2018-11-18,6.25,-76.25,950,17.1,24.6
2018-11-19,6.25,-76.25,950,16.2,24.7
2018-11-20,6.25,-76.25,950,16.7,25.9
2018-11-21,6.25,-76.25,950,17.1,21.8
2018-11-22,6.25,-76.25,950,15.4,25.4
2018-11-23,6.25,-76.25,950,16.1,25.4
2018-11-24,6.25,-76.25,950,16.8,23.5
2018-11-25,6.25,-76.25,950,16.8,24.0
2018-11-26,6.25,-76.25,950,17.1,22.4
2018-11-27,6.25,-76.25,950,15.7,21.9
2018-11-28,6.25,-76.25,950,15.7,23.6
2018-11-29,6.25,-76.25,950,16.7,25.4
2018-11-30,6.25,-76.25,950,16.1,21.0
2018-12-01,6.25,-76.25,950,16.2,25.1
2018-12-02,6.25,-76.25,950,15.5,25.3
2018-12-03,6.25,-76.25,950,16.0,24.7
2018-12-04,6.25,-76.25,950,16.7,24.8
2018-12-05,6.25,-76.25,950,15.4,22.2
2018-12-06,6.25,-76.25,950,15.2,24.9
2018-12-07,6.25,-76.25,950,15.1,23.8
2018-12-08,6.25,-76.25,950,15.1,25.3
2018-12-09,6.25,-76.25,950,15.7,25.4
2018-12-10,6.25,-76.25,950,15.9,24.9
2018-12-11,6.25,-76.25,950,16.8,22.9
2018-12-12,6.25,-76.25,950,17.0,24.6
2018-12-13,6.25,-76.25,950,15.1,25.0
2018-12-14,6.25,-76.25,950,15.2,25.3
2018-12-15,6.25,-76.25,950,15.5,24.1
2018-12-16,6.25,-76.25,950,16.2,26.0
2018-12-17,6.25,-76.25,950,16.4,24.1
2018-12-18,6.25,-76.25,950,15.7,24.4
2018-12-19,6.25,-76.25,950,16.7,25.0
2018-12-20,6.25,-76.25,950,16.6,24.7
2018-12-21,6.25,-76.25,950,15.3,24.6
2018-12-22,6.25,-76.25,950,16.1,23.6
2018-12-23,6.25,-76.25,950,15.1,25.7
2018-12-24,6.25,-76.25,950,16.3,25.3
2018-12-25,6.25,-76.25,950,17.8,25.5
2018-12-26,6.25,-76.25,950,16.1,26.1
2018-12-27,6.25,-76.25,950,14.9,26.0
2018-12-28,6.25,-76.25,950,15.6,25.2
2018-12-29,6.25,-76.25,950,15.4,25.9
2018-12-30,6.25,-76.25,950,16.1,26.3
2018-12-31,6.25,-76.25,950,15.8,25.5
2019-01-01,6.25,-76.25,950,14.5,27.1
2019-01-02,6.25,-76.25,950,14.7,27.2
2019-01-03,6.25,-76.25,950,14.6,27.5
2019-01-04,6.25,-76.25,950,15.0,27.5
2019-01-05,6.25,-76.25,950,16.2,25.1
2019-01-06,6.25,-76.25,950,15.8,24.7
2019-01-07,6.25,-76.25,950,16.1,23.8
2019-01-08,6.25,-76.25,950,16.6,25.0
2019-01-09,6.25,-76.25,950,14.9,23.1
2019-01-10,6.25,-76.25,950,15.1,24.2
2019-01-11,6.25,-76.25,950,15.0,25.0
2019-01-12,6.25,-76.25,950,15.4,24.5
2019-01-13,6.25,-76.25,950,15.6,23.3
2019-01-14,6.25,-76.25,950,15.8,21.9
2019-01-15,6.25,-76.25,950,15.6,24.9
2019-01-16,6.25,-76.25,950,16.7,25.4
2019-01-17,6.25,-76.25,950,16.8,23.7
2019-01-18,6.25,-76.25,950,16.5,24.9
2019-01-19,6.25,-76.25,950,16.8,24.6
2019-01-20,6.25,-76.25,950,16.4,24.9
2019-01-21,6.25,-76.25,950,17.0,23.3
2019-01-22,6.25,-76.25,950,15.6,23.0
2019-01-23,6.25,-76.25,950,16.0,27.5
2019-01-24,6.25,-76.25,950,15.7,27.0
2019-01-25,6.25,-76.25,950,16.3,24.0
2019-01-26,6.25,-76.25,950,15.6,26.0
2019-01-27,6.25,-76.25,950,15.9,25.6
2019-01-28,6.25,-76.25,950,17.2,22.7
2019-01-29,6.25,-76.25,950,15.1,25.7
2019-01-30,6.25,-76.25,950,15.8,24.1
2019-01-31,6.25,-76.25,950,16.2,23.9
2019-02-01,6.25,-76.25,950,15.3,25.0
2019-02-02,6.25,-76.25,950,16.5,24.5
2019-02-03,6.25,-76.25,950,16.6,25.2
2019-02-04,6.25,-76.25,950,16.6,25.6
2019-02-05,6.25,-76.25,950,17.2,25.1
2019-02-06,6.25,-76.25,950,17.3,25.5
2019-02-07,6.25,-76.25,950,16.3,25.2
2019-02-08,6.25,-76.25,950,16.9,25.6
2019-02-09,6.25,-76.25,950,16.9,23.9
2019-02-10,6.25,-76.25,950,16.9,24.5
2019-02-11,6.25,-76.25,950,17.1,25.0
2019-02-12,6.25,-76.25,950,16.0,24.5
2019-02-13,6.25,-76.25,950,16.2,26.1
2019-02-14,6.25,-76.25,950,16.6,25.8
2019-02-15,6.25,-76.25,950,16.2,26.6
2019-02-16,6.25,-76.25,950,16.7,26.8
2019-02-17,6.25,-76.25,950,17.4,24.5
2019-02-18,6.25,-76.25,950,16.5,24.9
2019-02-19,6.25,-76.25,950,16.4,22.1
2019-02-20,6.25,-76.25,950,16.2,25.3
2019-02-21,6.25,-76.25,950,16.4,26.6
2019-02-22,6.25,-76.25,950,16.1,27.4
2019-02-23,6.25,-76.25,950,16.4,24.4
2019-02-24,6.25,-76.25,950,16.7,25.8
2019-02-25,6.25,-76.25,950,15.8,26.0
2019-02-26,6.25,-76.25,950,16.7,22.4
2019-02-27,6.25,-76.25,950,16.1,23.5
2019-02-28,6.25,-76.25,950,16.0,26.1
2019-03-01,6.25,-76.25,950,16.0,25.6
2019-03-02,6.25,-76.25,950,16.8,25.3
2019-03-03,6.25,-76.25,950,16.9,26.0
2019-03-04,6.25,-76.25,950,15.5,24.4
2019-03-05,6.25,-76.25,950,16.6,24.6
2019-03-06,6.25,-76.25,950,16.9,25.0
2019-03-07,6.25,-76.25,950,17.1,24.4
2019-03-08,6.25,-76.25,950,16.9,26.0
2019-03-09,6.25,-76.25,950,16.7,26.7
2019-03-10,6.25,-76.25,950,17.4,24.8
2019-03-11,6.25,-76.25,950,17.0,25.9
2019-03-12,6.25,-76.25,950,16.8,26.4
2019-03-13,6.25,-76.25,950,16.1,26.4
2019-03-14,6.25,-76.25,950,17.1,24.5
2019-03-15,6.25,-76.25,950,17.3,26.5
2019-03-16,6.25,-76.25,950,17.3,25.6
2019-03-17,6.25,-76.25,950,17.5,25.0
2019-03-18,6.25,-76.25,950,17.8,23.1
2019-03-19,6.25,-76.25,950,16.0,21.6
2019-03-20,6.25,-76.25,950,16.4,26.0
2019-03-21,6.25,-76.25,950,16.9,23.0
2019-03-22,6.25,-76.25,950,16.8,24.1
2019-03-23,6.25,-76.25,950,16.7,25.1
2019-03-24,6.25,-76.25,950,17.3,23.1
2019-03-25,6.25,-76.25,950,15.9,27.0
2019-03-26,6.25,-76.25,950,16.5,23.1
2019-03-27,6.25,-76.25,950,17.0,25.2
2019-03-28,6.25,-76.25,950,18.4,25.6
2019-03-29,6.25,-76.25,950,16.7,23.0
2019-03-30,6.25,-76.25,950,16.3,26.2
2019-03-31,6.25,-76.25,950,17.1,24.5
2019-04-01,6.25,-76.25,950,15.4,24.8
2019-04-02,6.25,-76.25,950,15.8,23.1
2019-04-03,6.25,-76.25,950,16.1,23.8
2019-04-04,6.25,-76.25,950,16.2,24.2
2019-04-05,6.25,-76.25,950,15.8,24.8
2019-04-06,6.25,-76.25,950,15.2,26.6
2019-04-07,6.25,-76.25,950,16.3,24.8
2019-04-08,6.25,-76.25,950,16.3,25.1
2019-04-09,6.25,-76.25,950,17.0,23.7
2019-04-10,6.25,-76.25,950,16.2,24.5
2019-04-11,6.25,-76.25,950,15.5,26.8
2019-04-12,6.25,-76.25,950,15.8,25.8
2019-04-13,6.25,-76.25,950,17.2,24.4
2019-04-14,6.25,-76.25,950,16.4,25.8
2019-04-15,6.25,-76.25,950,16.7,25.9
2019-04-16,6.25,-76.25,950,15.9,26.5
2019-04-17,6.25,-76.25,950,16.7,22.6
2019-04-18,6.25,-76.25,950,16.2,24.5
2019-04-19,6.25,-76.25,950,15.9,23.2
2019-04-20,6.25,-76.25,950,16.6,24.4
2019-04-21,6.25,-76.25,950,16.3,24.0
2019-04-22,6.25,-76.25,950,16.3,24.2
2019-04-23,6.25,-76.25,950,15.8,27.1
2019-04-24,6.25,-76.25,950,16.5,26.1
2019-04-25,6.25,-76.25,950,18.7,25.7
2019-04-26,6.25,-76.25,950,17.0,25.2
2019-04-27,6.25,-76.25,950,16.6,25.5
2019-04-28,6.25,-76.25,950,16.7,26.2
2019-04-29,6.25,-76.25,950,16.9,25.9
2019-04-30,6.25,-76.25,950,16.5,25.7
2019-05-01,6.25,-76.25,950,16.3,26.8
2019-05-02,6.25,-76.25,950,17.5,26.7
2019-05-03,6.25,-76.25,950,16.4,25.2
2019-05-04,6.25,-76.25,950,16.9,25.0
2019-05-05,6.25,-76.25,950,17.6,28.1
2019-05-06,6.25,-76.25,950,17.6,26.9
2019-05-07,6.25,-76.25,950,17.7,26.2
2019-05-08,6.25,-76.25,950,17.5,20.9
2019-05-09,6.25,-76.25,950,16.3,24.8
2019-05-10,6.25,-76.25,950,16.2,25.3
2019-05-11,6.25,-76.25,950,16.4,24.4
2019-05-12,6.25,-76.25,950,16.9,26.2
2019-05-13,6.25,-76.25,950,16.2,22.3
2019-05-14,6.25,-76.25,950,15.8,26.7
2019-05-15,6.25,-76.25,950,16.4,25.9
2019-05-16,6.25,-76.25,950,16.3,26.0
2019-05-17,6.25,-76.25,950,15.8,24.8
2019-05-18,6.25,-76.25,950,17.8,25.2
2019-05-19,6.25,-76.25,950,16.3,23.7
2019-05-20,6.25,-76.25,950,16.3,26.6
2019-05-21,6.25,-76.25,950,16.5,24.8
2019-05-22,6.25,-76.25,950,15.7,24.3
2019-05-23,6.25,-76.25,950,17.1,22.0
2019-05-24,6.25,-76.25,950,16.7,25.7
2019-05-25,6.25,-76.25,950,17.7,21.6
2019-05-26,6.25,-76.25,950,15.5,25.4
2019-05-27,6.25,-76.25,950,15.3,26.7
2019-05-28,6.25,-76.25,950,16.4,22.0
2019-05-29,6.25,-76.25,950,15.2,25.4
2019-05-30,6.25,-76.25,950,16.3,22.0
2019-05-31,6.25,-76.25,950,16.4,23.7
2019-06-01,6.25,-76.25,950,16.1,23.3
2019-06-02,6.25,-76.25,950,16.2,25.3
2019-06-03,6.25,-76.25,950,17.1,25.7
2019-06-04,6.25,-76.25,950,16.7,27.4
2019-06-05,6.25,-76.25,950,16.6,25.3
2019-06-06,6.25,-76.25,950,16.3,23.4
2019-06-07,6.25,-76.25,950,15.9,21.8
2019-06-08,6.25,-76.25,950,15.0,26.2
2019-06-09,6.25,-76.25,950,16.8,26.6
2019-06-10,6.25,-76.25,950,17.0,24.8
2019-06-11,6.25,-76.25,950,16.7,25.8
2019-06-12,6.25,-76.25,950,16.6,25.8
2019-06-13,6.25,-76.25,950,16.9,24.4
2019-06-14,6.25,-76.25,950,16.4,24.2
2019-06-15,6.25,-76.25,950,16.6,24.6
2019-06-16,6.25,-76.25,950,16.5,26.2
2019-06-17,6.25,-76.25,950,16.3,26.7
2019-06-18,6.25,-76.25,950,16.4,27.4
2019-06-19,6.25,-76.25,950,16.9,25.6
2019-06-20,6.25,-76.25,950,16.1,25.3
2019-06-21,6.25,-76.25,950,17.5,25.4
2019-06-22,6.25,-76.25,950,17.0,26.0
2019-06-23,6.25,-76.25,950,17.0,23.9
2019-06-24,6.25,-76.25,950,17.0,24.4
2019-06-25,6.25,-76.25,950,16.6,24.6
2019-06-26,6.25,-76.25,950,16.9,26.0
2019-06-27,6.25,-76.25,950,17.2,25.1
2019-06-28,6.25,-76.25,950,17.0,24.4
2019-06-29,6.25,-76.25,950,14.7,26.3
2019-06-30,6.25,-76.25,950,14.5,24.7
2019-07-01,6.25,-76.25,950,16.5,25.8
2019-07-02,6.25,-76.25,950,15.5,25.3
2019-07-03,6.25,-76.25,950,16.3,25.3
2019-07-04,6.25,-76.25,950,16.1,25.8
2019-07-05,6.25,-76.25,950,15.0,25.7
2019-07-06,6.25,-76.25,950,15.4,25.9
2019-07-07,6.25,-76.25,950,15.3,26.6
2019-07-08,6.25,-76.25,950,16.4,24.3
2019-07-09,6.25,-76.25,950,16.7,24.8
2019-07-10,6.25,-76.25,950,16.2,26.0
2019-07-11,6.25,-76.25,950,16.4,25.2
2019-07-12,6.25,-76.25,950,15.2,25.8
2019-07-13,6.25,-76.25,950,15.5,24.1
2019-07-14,6.25,-76.25,950,17.0,24.9
2019-07-15,6.25,-76.25,950,15.8,22.3
2019-07-16,6.25,-76.25,950,15.5,24.7
2019-07-17,6.25,-76.25,950,15.9,26.9
2019-07-18,6.25,-76.25,950,16.7,27.0
2019-07-19,6.25,-76.25,950,16.9,26.6
2019-07-20,6.25,-76.25,950,15.6,26.0
2019-07-21,6.25,-76.25,950,17.7,25.5
2019-07-22,6.25,-76.25,950,17.6,23.2
2019-07-23,6.25,-76.25,950,15.8,24.4
2019-07-24,6.25,-76.25,950,16.4,23.6
2019-07-25,6.25,-76.25,950,15.8,24.6
2019-07-26,6.25,-76.25,950,16.5,24.5
2019-07-27,6.25,-76.25,950,16.1,25.7
2019-07-28,6.25,-76.25,950,15.3,25.8
2019-07-29,6.25,-76.25,950,15.6,25.9
2019-07-30,6.25,-76.25,950,18.4,26.8
2019-07-31,6.25,-76.25,950,15.6,27.2
2019-08-01,6.25,-76.25,950,15.2,25.0
2019-08-02,6.25,-76.25,950,16.0,25.0
2019-08-03,6.25,-76.25,950,16.0,24.2
2019-08-04,6.25,-76.25,950,16.6,26.3
2019-08-05,6.25,-76.25,950,16.9,27.1
2019-08-06,6.25,-76.25,950,16.0,26.0
2019-08-07,6.25,-76.25,950,14.1,25.9
2019-08-08,6.25,-76.25,950,15.7,26.7
2019-08-09,6.25,-76.25,950,16.2,26.7
2019-08-10,6.25,-76.25,950,15.1,26.4
2019-08-11,6.25,-76.25,950,16.1,25.8
2019-08-12,6.25,-76.25,950,16.2,26.9
2019-08-13,6.25,-76.25,950,17.2,25.3
2019-08-14,6.25,-76.25,950,16.8,27.1
2019-08-15,6.25,-76.25,950,14.3,23.4
2019-08-16,6.25,-76.25,950,14.7,20.8
2019-08-17,6.25,-76.25,950,15.1,24.3
2019-08-18,6.25,-76.25,950,15.6,26.8
2019-08-19,6.25,-76.25,950,15.6,23.3
2019-08-20,6.25,-76.25,950,15.6,26.5
2019-08-21,6.25,-76.25,950,16.5,25.7
2019-08-22,6.25,-76.25,950,14.7,27.1
2019-08-23,6.25,-76.25,950,16.1,26.8
2019-08-24,6.25,-76.25,950,15.5,26.2
2019-08-25,6.25,-76.25,950,16.3,27.3
2019-08-26,6.25,-76.25,950,15.5,26.5
2019-08-27,6.25,-76.25,950,16.1,28.3
2019-08-28,6.25,-76.25,950,16.2,23.3
2019-08-29,6.25,-76.25,950,14.9,27.3
2019-08-30,6.25,-76.25,950,15.5,27.0
2019-08-31,6.25,-76.25,950,15.8,24.9
2019-09-01,6.25,-76.25,950,16.3,26.0
2019-09-02,6.25,-76.25,950,17.0,24.4
2019-09-03,6.25,-76.25,950,16.1,27.0
2019-09-04,6.25,-76.25,950,16.6,24.7
2019-09-05,6.25,-76.25,950,16.3,26.9
2019-09-06,6.25,-76.25,950,15.7,23.2
2019-09-07,6.25,-76.25,950,14.8,27.0
2019-09-08,6.25,-76.25,950,16.1,26.0
2019-09-09,6.25,-76.25,950,15.6,26.4
2019-09-10,6.25,-76.25,950,16.6,27.0
2019-09-11,6.25,-76.25,950,17.7,26.5
2019-09-12,6.25,-76.25,950,17.1,26.6
2019-09-13,6.25,-76.25,950,15.8,26.7
2019-09-14,6.25,-76.25,950,16.7,25.4
2019-09-15,6.25,-76.25,950,16.2,24.7
2019-09-16,6.25,-76.25,950,15.7,24.6
2019-09-17,6.25,-76.25,950,15.3,24.5
2019-09-18,6.25,-76.25,950,16.5,21.8
2019-09-19,6.25,-76.25,950,15.4,24.3
2019-09-20,6.25,-76.25,950,15.9,23.3
2019-09-21,6.25,-76.25,950,16.1,23.0
2019-09-22,6.25,-76.25,950,15.9,26.7
2019-09-23,6.25,-76.25,950,15.9,23.0
2019-09-24,6.25,-76.25,950,15.1,24.7
2019-09-25,6.25,-76.25,950,15.3,25.5
2019-09-26,6.25,-76.25,950,15.4,23.8
2019-09-27,6.25,-76.25,950,16.6,25.9
2019-09-28,6.25,-76.25,950,15.7,24.9
2019-09-29,6.25,-76.25,950,15.9,24.2
2019-09-30,6.25,-76.25,950,15.4,25.4
2019-10-01,6.25,-76.25,950,14.3,25.8
2019-10-02,6.25,-76.25,950,15.7,22.8
2019-10-03,6.25,-76.25,950,15.3,22.3
2019-10-04,6.25,-76.25,950,14.1,25.9
2019-10-05,6.25,-76.25,950,16.6,24.3
2019-10-06,6.25,-76.25,950,16.0,23.5
2019-10-07,6.25,-76.25,950,15.4,25.4
2019-10-08,6.25,-76.25,950,16.2,24.5
2019-10-09,6.25,-76.25,950,14.6,24.9
2019-10-10,6.25,-76.25,950,16.2,22.8
