"x","y"
850091.544476038,1120110.00986855
849261.407353759,1120499.11790198
847920.600049685,1120513.36458866
847664.204538713,1120060.45518423
846122.159340788,1119367.18883739
844468.087413426,1118165.47177937
842927.576974017,1117793.07201349
841907.309953182,1117541.16713448
841211.183132694,1118449.94067655
839926.020326785,1118773.94613893
838652.395005305,1118976.26003609
838012.266156341,1119940.27728314
837126.838769412,1120517.75069893
836231.138420487,1121039.98554079
835912.307922087,1121992.19183667
835780.862012497,1122822.1740768
835406.301308144,1123464.78541097
834697.822494189,1123787.3899026
834442.850188582,1123920.82343469
833678.444857932,1123867.47993406
832527.322760125,1124324.09510757
831187.654552452,1124770.10551021
830903.664174587,1124797.55157623
829658.669815026,1124918.0329703
828922.823801427,1124798.68079058
828824.850108483,1123891.41464135
829208.138374108,1122109.30174104
829647.388693802,1120692.08508937
829777.601627507,1119740.37802711
829132.641215826,1118846.01327537
828777.854115183,1118334.64051776
828687.885073482,1118205.5875848
829004.94896525,1116611.71806152
829510.422518564,1114950.94458336
829249.316309959,1112772.28702626
828734.55647942,1110926.20247961
828733.886590395,1110671.73396856
829746.850205519,1108047.26421996
829941.248960011,1106055.4777651
829804.692699845,1104595.59155802
829801.372900872,1103312.3382684
829931.665461102,1102349.56920039
830062.306933744,1101519.52101657
829031.578621828,1101278.78931638
827890.66088178,1101923.41316822
825840.952116036,1102061.51178847
825075.413390167,1102008.2528554
824110.767492647,1101822.75649846
823854.496647547,1101502.60294548
822767.86804438,1101251.03348608
821237.378954748,1101067.09336212
819895.146924994,1100760.97251141
819506.060746101,1100441.19048554
819195.326878033,1100320.39039533
818685.501041469,1100388.14838746
817400.455489894,1100590.82564003
816637.64268975,1101234.57664072
816318.030179056,1101877.15927893
816063.31537689,1102132.2995794
815676.187934502,1102520.59253367
815677.239612762,1102896.776935
815045.111994331,1102776.84456487
814534.584722194,1102590.21063184
814146.846873127,1102458.52014149
813448.423426009,1102526.85680372
812550.584373229,1102662.18597923
810953.706525625,1102356.96819594
809799.809281878,1101984.08763027
808334.250777598,1101479.44644971
806926.850043074,1101494.57073852
805640.555742341,1101564.7627558
804942.556843332,1101500.4000083
803730.882478827,1100497.17876505
802830.323581584,1099736.46248001
801865.848149441,1099672.97125337
800332.817092263,1098726.03665156
800009.450352436,1098085.31849029
799873.081661197,1097182.62259955
799185.496163331,1096948.1806347
798796.823700298,1096816.56254938
798153.9655049,1096829.58766254
797068.014392335,1096899.2591618
796180.071453342,1096713.8872807
794638.796865345,1096718.6228735
794006.921999368,1096731.65406792
792277.400613624,1096869.77055189
789782.124997287,1096689.51244207
788761.942544003,1096703.82051149
786845.183279897,1097030.82232572
785369.255653664,1096858.49741232
784738.570054502,1097247.80574732
784166.419643424,1098466.82627641
783147.030224722,1098724.62047766
782116.864239508,1099048.89674624
780206.534959847,1101555.96354966
779957.88944727,1103349.37163411
779829.784811109,1104755.09945145
780088.252512132,1105905.00187613
779585.304012854,1108020.18435994
778691.134241577,1109240.36070891
777352.894180295,1109953.11541026
776779.106389404,1110851.38680276
775509.525677321,1112327.46969122
773917.794667864,1113815.80385224
773279.48392622,1115101.66144234
772642.29821806,1116697.37130755
773030.556585153,1116950.49129873
772967.318301013,1117725.31345124
773160.64675338,1119063.61090443
773110.035069698,1120535.52850844
773682.35727643,1122381.45646259
773752.401633066,1123532.07628616
771974.918473589,1125463.84220467
773065.049313592,1126666.1124675
773122.920123795,1127241.31586217
772805.273761144,1128271.59891168
771792.614209123,1130256.03293065
771032.618933713,1131476.05629786
769700.242539345,1133860.06914331
769762.690069376,1135896.00898153
770225.3640803,1138007.93342918
770289.02615239,1140364.73965831
770551.933744845,1142410.9600601
770880.296621544,1144324.17261814
771262.663005846,1145982.63388645
770892.199931894,1147522.21598319
770828.06067077,1148230.63873551
771729.368323406,1149178.97544831
771722.424282276,1150263.45983648
772047.485603788,1151291.4050208
772759.745252398,1152107.57709485
772883.15781479,1152560.85441563
771866.602644293,1153328.1846433
770847.944497355,1153531.20643737
770073.573688523,1153733.32383375
769308.844340628,1153802.60081113
767903.046778819,1154007.14805178
767393.591519162,1154075.47711243
766613.036826959,1154207.2230943
766253.170542208,1154267.97015142
765610.158224824,1154336.88225308
764902.09977811,1154417.0819373
763883.142129015,1154542.77117218
763185.44045169,1154678.25427963
762800.213973819,1155388.02859244
762425.574973217,1155776.82287076
761783.569294745,1156100.28710082
761143.679325357,1156744.64660779
760449.023030054,1157643.79807294
760387.129274951,1158662.19206506
760071.30120966,1160013.57582411
759636.747334642,1162317.21091839
758813.647752897,1164246.11883376
758811.412889085,1166415.27422883
758119.822310025,1168022.73765331
758127.612026661,1169937.2962607
758578.821528301,1171783.60695428
759232.810713766,1174658.32880889
758407.901576476,1176067.21147096
756872.519731428,1177102.79605072
755465.05590381,1176986.89327687
753869.466903687,1176750.06308639
751896.958049605,1176514.86096378
750308.534486559,1176188.89942544
750100.463724651,1176146.19186214
747482.006253801,1175072.74743514
744734.661944457,1174907.52429561
741477.087014542,1174810.99889323
739372.162859687,1174698.56395908
736944.653787261,1174465.82683804
734062.628526943,1174102.43646192
731835.602891791,1173935.38571309
730495.117704567,1173941.49168029
727547.919178533,1173966.10729889
725065.511322703,1173800.4810857
723145.770529827,1173045.67996826
720463.752657987,1172881.21375581
718093.370011278,1173025.277334
715736.452038956,1173689.68676203
713176.61793449,1173646.74545021
709610.410592632,1173874.48377382
708176.316728358,1174310.62352797
707406.815300091,1175796.22682224
707719.775100117,1176514.50368963
708083.702527695,1177283.88938388
707519.664900301,1177749.44515287
707575.84093878,1178674.66489809
707733.602939873,1179290.87709352
707016.712790274,1180117.07659861
706974.179303098,1181916.82895972
706614.888457772,1182072.88592696
705793.192507329,1182385.52931131
705177.476314839,1182645.72789156
703690.353085129,1183578.79778596
703591.165800323,1184350.52400595
703956.728327242,1185428.44215139
704322.284772898,1186506.30442524
703657.958772184,1187332.39047678
702577.249707526,1187389.35213831
701188.357674201,1187345.08682172
700473.052833608,1188274.3355931
700583.584522772,1189867.71500466
699816.781844589,1190797.25814714
699926.055472662,1191979.29168014
700646.901103161,1192129.79284436
701060.879217995,1192590.41290902
699627.94193375,1193960.46386217
699941.51784164,1194935.79947818
700971.989600312,1195316.05433426
701644.230743693,1195878.10395908
701802.055267762,1196648.56850722
701031.337587081,1196806.85634745
700159.955445028,1197428.46357253
700421.474419296,1198146.91337581
701192.982854086,1198142.86306523
702118.050757799,1197932.34383518
702482.056481627,1198701.72762904
702076.190960437,1199783.65161583
700076.133229007,1200925.35250841
699205.928571324,1201752.68160793
699262.384727936,1202677.89451173
700239.980863081,1202826.97057019
701678.46273802,1202408.01741287
702606.117838666,1202865.9106016
702766.957148408,1204047.70202436
702102.14426665,1204719.59976647
701430.79174769,1204311.84278274
700143.464392562,1203907.30107629
699270.58607,1204220.46022769
699120.618536529,1205095.35239819
700053.774328759,1206427.30614484
700728.382793441,1207606.32071131
700681.226406853,1208429.28954592
701092.131773985,1208324.26177901
701498.94179119,1207447.96635728
702271.950967437,1207752.38464465
702227.228415954,1209038.10331592
700179.088235746,1210591.55829177
698335.775414328,1212195.45125525
697141.596650767,1210093.69144711
696369.392291548,1209943.60570911
696595.909991837,1213850.3089957
695981.436467243,1214265.03130498
694639.582235895,1213449.66575831
694076.078619328,1213761.23617999
693273.772392926,1217493.75216667
691585.754290554,1219148.6165585
690298.85984527,1218950.107631
689574.206394516,1218080.00445438
689162.789441212,1218082.31058298
688192.591731498,1219373.33287493
687841.71754292,1220969.43897237
688675.842832882,1222970.24488908
689860.775797618,1223374.95097964
691762.194888105,1223209.99351524
692284.967161505,1224698.34801048
690902.656193979,1225683.11566397
689668.002450455,1225587.23962636
687095.006404429,1225293.30524477
686434.198223786,1226582.72398393
687006.057114363,1227762.1900841
688353.425720135,1229554.37431456
687124.13888043,1230384.16898577
686040.262808508,1229619.06507014
685567.330658664,1227873.29645253
685051.739025497,1227670.5581973
684024.400827147,1227933.61839143
683516.791230529,1228965.0962189
683686.940192347,1231792.54557282
683226.427309933,1232052.30953286
683070.662433312,1231847.5608504
682912.498688843,1231231.35416611
682549.983254302,1230770.61950767
681470.217735463,1230725.49635305
680801.85130622,1230832.26583143
680549.300293115,1231553.74391318
680706.890118476,1232067.04899181
682615.916867817,1233238.70390089
683962.818926764,1234927.88352432
683761.24979417,1235700.4673923
683044.091118842,1236116.08402718
681503.427507644,1236382.27854179
680586.600664238,1237879.06204634
680437.230804805,1238754.23224454
680960.088595953,1240191.07483928
680710.997820967,1241478.21310516
680871.427215637,1242608.68513736
681340.317606676,1243634.40819051
681290.337234013,1243891.84739809
680572.09134305,1244101.84534996
679750.20782368,1244209.61785649
679756.679616802,1245289.58766773
679863.093341345,1245854.61540061
680533.191029884,1246210.6001298
682126.907001289,1246252.50629678
683564.78455081,1245935.39090433
684129.689328167,1245932.04354963
684336.63562671,1246085.1001742
684546.692110725,1246906.69046271
685122.161560618,1248548.89309678
686208.072764901,1249699.56803179
687895.856928722,1248249.6974733
688722.756539105,1249016.23295603
690117.41531923,1250139.37535708
693093.280534598,1249350.77477508
693758.101778091,1248678.43272075
694934.799383705,1247746.05399979
695091.663828524,1248156.53804949
695351.86411912,1248772.12045421
696736.666313661,1248352.82313546
696945.015293309,1248763.01262402
697000.328362692,1249431.18521304
695414.873025656,1250777.19503681
695724.795235276,1251083.95118937
697113.017569616,1251127.41967059
699272.029039466,1251320.8066551
699894.105281888,1252191.38398013
700103.0361623,1252858.67250567
700316.019823806,1254091.56743418
699707.132888623,1255534.7698888
699206.240806123,1257697.27580387
699377.017088132,1259363.11250283
698986.494591153,1261030.74906532
697768.831133703,1262552.92982069
696313.611725144,1261822.55865331
695900.862405328,1261824.95961159
695352.869617795,1263097.09882465
695173.650073517,1264637.19858883
694981.211955925,1265789.80622494
695119.439803003,1266619.42263915
695633.239554293,1267446.77948443
695821.317406978,1267567.47562307
696076.587504388,1267632.39575625
698056.858709426,1267676.20687858
699971.653345804,1267786.88584831
701497.437248945,1267766.99023928
704307.658197375,1267739.79711576
706800.305188182,1268423.11774852
708076.66859791,1269235.16957747
708774.08027505,1269297.70243521
709857.168253416,1269214.120239
712658.297905086,1267593.22273649
714568.845920142,1267128.79466154
716290.310963915,1266344.42777817
717815.42212744,1266070.38729525
720304.261488031,1266112.29973354
722785.55704302,1264748.48701504
724437.078261021,1263322.76400801
726404.077681704,1262980.3403032
726670.9399949,1263178.19986593
727118.456080028,1264194.21095351
727443.116228282,1264956.34132203
727451.82497565,1266616.70868591
727396.92486197,1268853.07038862
727663.232450041,1271032.31706798
727861.14332342,1272879.91185806
728955.241426768,1274921.97115627
729402.687197303,1275938.00827926
730361.006681873,1277205.92272553
731031.417935488,1278757.47654683
731076.682099374,1278862.53947103
731968.977131577,1280263.65351085
732363.842409834,1281722.7483937
731542.776060055,1283265.68126585
730906.462632924,1284165.66814438
730286.092564592,1288209.29047642
