"x","y"
729860.573354581,1291277.79725813
728086.736861913,1294364.71449065
726378.023274509,1295281.75569855
724813.530427918,1297874.54188171
723169.68129214,1299811.16824893
719646.209069304,1301285.87145105
717207.516175846,1302347.22613901
715324.605026399,1303846.01113894
713776.999274466,1304835.65805504
712365.00965759,1305790.79989014
709976.811763598,1307360.51806116
708501.453875606,1309127.86831771
707701.998810919,1310958.8987001
706603.550134676,1313535.8660003
704986.838060781,1318357.37107002
704978.556902153,1318382.07562708
703954.182368867,1321973.36209372
699355.472696922,1330238.34950561
697514.088775818,1331506.49066893
694599.973455698,1331619.23992832
693099.623861058,1332288.55294401
689083.090700956,1331654.7640008
682742.384124164,1335120.89467327
682486.574694824,1335188.12663624
679550.6692625,1335959.12709561
677598.716404501,1339365.49701565
675473.782046835,1341465.98450974
673573.737511616,1343029.46596644
670343.844676697,1345687.67265663
668057.66337469,1347309.61917685
666608.743013402,1348604.58858797
665160.355902782,1351494.46114688
663205.97548098,1354653.9094021
661448.966980705,1357679.17917063
662851.250333194,1359075.56350887
664063.49101523,1358679.12261362
665147.647775405,1358981.38395334
665920.868465547,1360570.63000708
666943.945789618,1361526.77296995
668484.062847387,1362213.41530208
670080.119724611,1362955.08754482
670973.095858167,1364355.20919868
673600.969403179,1367337.70869089
673927.376964082,1368221.33602425
674707.534093777,1370840.40656233
674277.532613538,1372438.19488889
674664.211372808,1374096.64171419
675885.608725171,1375051.38769714
675949.407245579,1376202.64548311
675646.723068102,1377101.83457607
675652.662560753,1377932.33733423
677448.281754087,1380533.10897465
678915.539400999,1381984.42326276
679923.271040307,1382536.57506344
680380.447970395,1383117.88271496
681688.212546956,1384546.38390856
682113.48679613,1385027.69736782
682241.38485942,1386086.25657561
682069.990379113,1387328.47616931
681595.087710319,1388512.34320283
681213.284602916,1389877.20969002
681291.207614647,1392419.30836377
681220.849312856,1395174.42870691
681083.422862096,1397021.89826099
680784.269807449,1397447.75802168
679806.789406323,1399876.46947364
679004.696974291,1401516.84031755
678892.303658776,1402728.50080918
678633.867884378,1404455.77402835
678607.77071831,1405031.13040478
678612.19768706,1405636.57458547
678495.830836898,1406182.28157862
678258.275455907,1406728.87833643
678140.326717448,1407516.13781011
678905.3555675,1408086.32777432
680044.44113731,1406981.74937595
681173.123758146,1405943.62016809
680657.339805066,1404806.6649404
679698.087226846,1403340.78241888
679874.203807152,1401744.87719312
681452.634526337,1400249.53076682
683291.834894278,1398243.06528556
684039.599991501,1396388.32748306
683340.654886122,1395883.96014932
682831.707031769,1395699.29160419
681818.759379957,1395318.10365445
682247.439706011,1394164.21705291
683124.636104723,1393449.22691763
683311.98401592,1391853.32150184
681949.260223414,1389536.02770291
683289.780948013,1388719.56923943
683673.489390839,1388329.27802045
684953.036341263,1389848.38412771
686358.830292323,1390414.36756893
687322.361418489,1392511.5730819
688844.301773962,1392368.07696147
690060.36452921,1392669.65643969
692854.379674374,1393026.78159556
692593.059481359,1391998.77103767
691453.167194128,1391508.30926982
690239.711209874,1391583.2431512
689602.396084856,1390369.54581686
688126.149382403,1389106.45381141
688122.139740263,1388530.83651083
692071.401219156,1389964.91308152
692773.681326664,1389373.26386376
693914.163116238,1388346.73504339
693083.113994688,1387843.00947284
691545.688655544,1387344.25134321
692113.255315334,1386376.96028672
693444.977974029,1385847.45472593
693951.015184322,1383994.86664958
692613.935883938,1383749.27050985
690644.001684187,1384537.87489264
692101.462797977,1383055.17787153
692340.867452756,1380872.16784114
689673.151188997,1381355.48545633
688209.0839242,1382007.85018466
687000.178054254,1382658.5053182
685090.539377917,1382682.89174923
684133.114789069,1381482.50591749
683933.717617232,1379822.81357369
683411.150016309,1377711.47596782
683522.841326134,1374765.05812381
683814.634343318,1372271.45675494
684322.35093214,1370662.25636998
684891.049466834,1369827.85172204
688314.459273244,1368387.00651663
689648.953467129,1368178.62732071
691303.954877391,1368034.60745158
694230.685205563,1368125.71368929
695446.445227984,1368305.84618304
696839.454085693,1368673.05844233
698563.014694369,1368849.90648444
700090.684738951,1369471.00649426
702709.712898238,1369952.14986822
703540.421279073,1370389.65657606
704368.477279447,1372111.52906439
705020.4421648,1373956.28143456
705161.594148738,1377022.25765109
705179.535962287,1379779.02544614
705377.253755595,1381305.61378623
705846.898033091,1383860.23415866
705853.99144522,1384945.22139119
705801.772978075,1387126.71946779
704775.155409281,1387066.94313212
704522.641643906,1387201.54388645
704533.227030741,1388806.86936724
704736.119027876,1391230.30570443
705138.148983052,1393596.98429242
705217.778358912,1395578.38376161
704409.605234926,1398462.47760123
703153.601700578,1402058.26306157
702735.504100808,1405449.1217725
702112.957320734,1407955.68554152
701485.235196596,1409687.26087353
701561.299812645,1411214.68481704
702838.397344729,1412423.88334772
703609.374049167,1413946.66329744
703681.945550274,1414842.96531123
703688.059309091,1415739.82585094
703753.623105855,1417333.7189391
703701.135542864,1417655.18433433
703388.047466216,1418742.3969287
702255.624299086,1420809.66970959
700631.584114354,1425105.94757643
699880.641367658,1426461.9658273
698610.810943751,1427821.76301244
697553.939286183,1431095.67012185
695784.853399431,1433411.35789747
693513.547624612,1434977.86193145
691427.947820232,1436155.62888899
689461.108032679,1437000.53967732
686670.115084726,1438183.78262132
685267.128016192,1437817.67734176
685394.398569251,1437174.42234401
685512.711423276,1436797.0517165
684245.830791554,1436872.88030357
683747.787210216,1438094.69118175
684200.340860813,1439686.02424862
685104.789675349,1441207.44902709
687143.940419937,1442665.10664167
688742.813681658,1444303.27359819
688684.844050947,1445333.57356121
690736.441808722,1447156.59967243
692395.292467837,1447842.03316369
695062.969013353,1448066.18810362
696773.98473853,1448430.2514094
699578.461934933,1449229.40146078
701862.645922427,1449589.64326347
704600.909767259,1450455.963515
707017.723610054,1450937.26215118
709247.081789289,1451552.8185205
711798.792657901,1452487.23579453
712753.053660195,1453499.2628953
713400.11609812,1454701.67169688
714223.25805866,1455847.437153
715256.908607042,1457180.02278079
717737.684404163,1459133.7156399
720475.12936905,1459934.48881814
720928.089514008,1460186.09818582
721236.926218349,1460250.42938678
722524.363986391,1461636.71388895
723031.485561727,1461699.72469588
724171.738163737,1462577.80895885
724812.451764058,1462894.49657253
725963.990618356,1463838.94355808
727049.574384684,1464728.52235657
729524.149765004,1465907.75033732
731434.574634502,1466791.9926383
734107.52914538,1468036.53546415
734685.388341229,1468796.71906865
736735.564794034,1470820.29513095
738388.317657644,1472857.65228331
738393.207942548,1473621.41813124
737200.771080493,1474713.9170527
737774.386505612,1474964.86166242
739162.678774465,1475077.68104636
740233.347485401,1473853.21968811
740745.043120014,1472953.3774296
742444.100233363,1471724.92106224
743144.367253086,1471012.06411967
744283.212803084,1470041.9682711
744904.679018904,1469075.02631707
745097.348984612,1468177.26651073
745408.253888175,1466835.93469781
745705.468350497,1465040.87517062
745899.765813967,1464397.63556607
746145.229686245,1463056.83472333
746577.567701395,1461770.10447213
746821.032548805,1460230.0280828
746944.789272623,1458757.08844668
747256.644943504,1457537.51984384
747563.156325259,1455432.63882794
748566.406644537,1453755.10178075
749129.38632237,1452213.15502326
750256.020318045,1449073.89769835
751579.325179755,1447461.10651818
751963.166840228,1447137.8315674
752336.806423416,1446936.33103904
753223.198640581,1446034.60739008
754872.14577437,1445316.56655167
